precontext,target_sentence,postcontext,substitutions,replace,replace_proc
"If I were choosing the people of tomorrow, I would have chosen the people who are now on the board,",A Reuters spokesman said the departure reflects no change in strategy or profits.,no change in strategy or profits.,"{'spokesman': 'advisor;agent;mouthpiece;official;representative;speaker;spokesperson', 'said': 'announce;announce that;declare;mention;note;report;state', 'departure': 'exit;leave;leaving;parting;resign;resignation;take off', 'reflects': 'communicate;demonstrate;expose;indicate;mean;mirror;represent;show;suggest;translate to', 'change': 'alteration;deviation;difference;modification;revision;variance', 'strategy': 'approach;blueprint;direction;plan;planning;policy', 'profits': 'earning;gain;income;increase;revenue'}","{'spokesman': 'spokeswoman;spokesperson;report;analyst;witness;reporter;statement', 'said': 'added;though;noted;stated;says;insisted;explained', 'departure': 'exit;change;move;departures;resignation;transition;rise', 'reflects': 'marks;represents;signifies;means;:;saw;shows;meant;signals;marked', 'change': 'changes;shift;difference;changed;changing;change', 'strategy': 'strategies;plan;strategic;policy;structure;philosophy', 'profits': 'profit;earnings;profitability;finances;results'}","{'spokesman': 'spokeswoman;spokesperson;report;analyst;witness;reporter;statement', 'said': 'added;though;noted;stated;say;insisted;explained', 'departure': 'exit;change;move;departure;resignation;transition;rise', 'reflects': 'mark;represents;signifies;mean;:;saw;show;meant;signal;marked', 'change': 'change;shift;difference;changed;changing;change', 'strategy': 'strategy;plan;strategic;policy;structure;philosophy', 'profits': 'profit;earnings;profitability;finance;result'}"
"If I were choosing the people of tomorrow, I would have chosen the people who are now on the board, he said.","If I were choosing the people of tomorrow, I would have chosen the people who are now on the board,",A Reuters spokesman said the departure reflects no change in strategy or profits.,"{'choosing': 'decide;elect;pick;select', 'people': 'folk;individual;man;member;one;party;person;personnel', 'tomorrow': 'future;go forward;soon;the future', 'chosen': 'appoint;decide on;pick;select', 'now': 'already;currently;presently;today', 'board': 'cabinet;charge;committee;directorate;group;panel;ruling body;team'}","{'choosing': 'selecting;picking;chosen;considering', 'people': 'person;Times;personnel;men;humans;population;leaders;citizens', 'tomorrow': 'today;yesterday;history;Monday', 'chosen': 'selected;picked;chose;select', 'now': 'currently;presently;still;already', 'board': 'boards;table;line;company;bench;helm;bus;door'}","{'choosing': 'selecting;picking;chosen;considering', 'people': 'person;time;personnel;men;human;population;leader;citizen', 'tomorrow': 'today;yesterday;history;monday', 'chosen': 'selected;picked;chose;select', 'now': 'currently;presently;still;already', 'board': 'board;table;line;company;bench;helm;bus;door'}"
"If our strategy were anything but to be on the leading edge, wed have put the plant in Asia.","The new factory, which will begin normal production early next year, will employ about 1,000 people.","In remarks during a ribbon-cutting ceremony here on Wednesday, Gov. George E. Pataki said he expected the facility to generate thousands more jobs in the Hudson Valley area for contractors and suppliers catering to the factory.","{'new': 'added;come;expect;fresh;future;late;most recent;pristine;projected;recent', 'factory': 'branch;building;facility;jobsite;manufacturing plant;plant;structure;workplace', 'begin': 'commence;initiate;institute;launch;open;operate;start', 'normal': 'customary;daily;expect;full;general;orderly;regular;rote;routine;standard;usual', 'production': 'assembly;fabrication;formulation;manufacture;manufacturing;operate;operation;procedure;routine', 'early': 'after;around;begin;directly;first part of;immediately;initially;just;near;promptly;shortly;sometime;soon', 'next': 'come;follow;succeed;the follow;the following;this come', 'year': 'January;annum;interval;period;season;winter', 'employ': 'commission;engage;enlist;hire;house;need;provide;recruit;retain;take;utilize', 'people': 'body;employee;helper;individual;job;member;person;worker'}","{'new': 'newest;mega;gas;construction;revamped;new;joint;Chinese;head;production', 'factory': 'plant;facility;mill;unit;site;line;venture;complex', 'begin': 'go;commence;start;began;halt;begun;snow', 'normal': 'regular;full;commercial;mass;daily;production;initial;test;rolling;annual;continuous', 'production': 'manufacturing;operation;ing;operations;icing;output;construction;production;produce', 'early': 'sometime;around;Early;soon;early;next;starting;beginning;earlier;mid;spring;light;due', 'next': 'last;next;one;financial;coming;new', 'year': 'month;week;summer;door;spring;fall', 'employ': 'hire;house;train;comprise;create;employs;support;accommodate;affect;benefit;sideline', 'people': 'workers;employees;folks;people;persons;personnel;laborers;folk'}","{'new': 'newest;mega;gas;construction;revamped;new;joint;chinese;head;production', 'factory': 'plant;facility;mill;unit;site;line;venture;complex', 'begin': 'go;commence;start;began;halt;begun;snow', 'normal': 'regular;full;commercial;mass;daily;production;initial;test;rolling;annual;continuous', 'production': 'manufacturing;operation;ing;operation;icing;output;construction;production;produce', 'early': 'sometime;around;early;soon;early;next;starting;beginning;earlier;mid;spring;light;due', 'next': 'last;next;one;financial;coming;new', 'year': 'month;week;summer;door;spring;fall', 'employ': 'hire;house;train;comprise;create;employ;support;accommodate;affect;benefit;sideline', 'people': 'worker;employee;folk;people;person;personnel;laborer;folk'}"
"If the cartel succeeds in blackmailing the Colombian authorities into negotiations, the cartel will be in control and Fidel can exploit his past relationships with them, he told the Journals David Asman recently.",The struggle against the drug lords in Colombia will be a near thing.,"This week, the government arrested Jose Abello Silva, said to be the fourth-ranking cartel leader.","{'struggle': 'battle;clash;combat;conflict;effort;fight;opposition;scuffle;skirmish;wrestling', 'drug': 'narcotic', 'lords': 'authority;boss;executive;figure;kingpin;leader;man', 'near': 'close;contiguous;difficult;next;soon;upcoming', 'thing': 'affair;entity;event;feature;happening;item;matter;occurrence;struggle'}","{'struggle': 'fight;battle;war;struggles;cooperation;effort;coup;plot;alliance;crusade', 'drug': 'cocaine', 'lords': 'cartels;lord;traffickers;cartel;gangs;bosses;dealers', 'near': 'close;great;sure;big;real;powerful', 'thing': 'success;crime;business;deal;ty;phenomenon;thing;feat;fact'}","{'struggle': 'fight;battle;war;struggle;cooperation;effort;coup;plot;alliance;crusade', 'drug': 'cocaine', 'lords': 'cartel;lord;trafficker;cartel;gang;boss;dealer', 'near': 'close;great;sure;big;real;powerful', 'thing': 'success;crime;business;deal;ty;phenomenon;thing;feat;fact'}"
"If you look down the road too far, you get your feet cut out from under you.",Karen Rosen writes for The Atlanta Journal-Constitution.,,{'writes': 'be a writer;comment;compose;contribute;journal;note;pen;report;work'},"{'writes': 'writing;/;man;writer;baum;writers;wrote;,;write'}","{'writes': 'writing;/;man;writer;baum;writer;wrote;,;write'}"
"If you wish, he may be dinner.",I love you.,I love you.,{'love': 'adore;care for;cherish;idolize;relish;worship'},{'love': 'loved;beg;love;miss;ad;want'},{'love': 'loved;beg;love;miss;ad;want'}
If you wish.,"I beg you, change the color of the walls, at the very least.","I beg you, change the color of the walls, at the very least.","{'beg': 'ask;beseech;entreat;implore;plead;plead with;pray;urge', 'change': 'adjust;alter;amend;convert;fix;modify;redo;repaint;replace;revise;switch;transform;turn;update', 'color': 'appearance;coloring;hue;painting;pigment;shade;sight;tint;tone', 'walls': 'dividers;drywall;environment;facade;inside;interior;panel;partition;place;surface;wall space;wall treatment', 'very': 'absolute;extreme;sheer;ultimate;utmost;utter', 'least': 'good;minimal;minimum'}","{'beg': 'Promise;ask;trust;challenge;promise;salute;dare;told', 'change': 'alter;choose;change;remove;color;modify;consider;keep;fix;reconsider;Change;vary;raise;revise', 'color': 'hue;shade;tone;paint;coloring;appearance;design;size;style', 'walls': 'wallpaper;ceiling;wall;background;display;windows;letters;colors;paint;panels;decor;ceilings', 'very': 'least;rem;bare;minimum;Very;last', 'least': 'minimum;worst;lest'}","{'beg': 'promise;ask;trust;challenge;promise;salute;dare;told', 'change': 'alter;choose;change;remove;color;modify;consider;keep;fix;reconsider;change;vary;raise;revise', 'color': 'hue;shade;tone;paint;coloring;appearance;design;size;style', 'walls': 'wallpaper;ceiling;wall;background;display;window;letter;color;paint;panel;decor;ceiling', 'very': 'least;rem;bare;minimum;very;last', 'least': 'minimum;worst;lest'}"
Imagine that.,"I remembered an article in The Medusa and a photo of a work in which 100-peso notes fell like confetti onto a small Undersider, sexlessly young in grimy, oversized clothing.",The childs face was a warground for wonder and mistrust.,"{'remembered': 'conjure;elicit;note;recall;recollect;relive;reminisce', 'article': 'account;address;announcement;arrangement;essay;item;object;paper;piece;recount;report;story;work;writing', 'photo': 'artwork;image;likeness;photograph;picture;print;snapshot', 'work': 'accomplishment;artwork;creation;endeavour;masterpiece;piece;render scene;venture', 'peso': 'cent;coin;currency;dinar;dollar;monetary unit', 'notes': 'bill;currency;dollar;money;monies;paper currency;printed money;token', 'fell': 'cascade;descend;drop;flutter;land;plummet;plunge;sail;tumble', 'confetti': 'a shower;decoration;paper;paper bit;pinata;rain;shred;sliver;snowflake;ticker tape', 'small': 'diminutive;elfin;little;miniscule;minute;pint size;short;stunted;teeny;tiny;wee', 'sexlessly': 'ambiguously;androgenous;androgynously;asexually;genderless;neuter like;neutrally;unerotic', 'young': 'amateur;childish;childlike;crude;immature;juvenile;little;new;underage;underaged;undeveloped;youthful', 'grimy': 'dingy;dirty;filthy;grubby;mired;nasty;raunchy;ruin;shabby;soil;threadbare;worn', 'oversized': 'baggy;big;engorge;large;out sized;overlarge;plump;swollen;too big;too large;voluminous', 'clothing': 'apparel;attire;clothes;dress;ensemble;frippery;garb;garment;linen;outfit;rag;tatter;thread'}","{'remembered': 'remember;recall;saw;found;recalled;wrote;discovered', 'article': 'article;incident;editorial;image;articles;item;entry;episode;encounter;anecdote;illustration;accident;issue;event', 'photo': 'pic;picture;photograph;op;snap;Photography;photos', 'work': 'scene;workshop;story;photo;case;sketch;situation;paper', 'peso': 'pes;kil;franc;oct;mil;cent', 'notes': 'bills;note;coins;coin;dollars;cash;paper;s', 'fell': 'dropped;fallen;falling;falls;fell;appeared;melted;toppled;fall', 'confetti': 'conf;rac;kitchen;p;ris;che;egg;f;lob;popcorn', 'small': 'silver;tiny;white;little;young;blue;mini;yellow;old;miniature;brown', 'sexlessly': 'sex;class;tact;form;fear;aim;fruit;breath', 'young': 'faced;preserved;child;dressed;ad;young;youthful;worn;slim;posed;cool;wn', 'grimy': 'grim;ding;slim;cos;grain;leather;sketch;dream;mood;smoke;tack;leak', 'oversized': 'twisted;pink;ugly;ed;bulky;vintage;dirty;era;sized;sans;unmarked', 'clothing': 'clothes;white;footwear;dress;wear;attire;garments;armor;pants;apparel;cap;jeans;caps'}","{'remembered': 'remember;recall;saw;found;recalled;wrote;discovered', 'article': 'article;incident;editorial;image;article;item;entry;episode;encounter;anecdote;illustration;accident;issue;event', 'photo': 'pic;picture;photograph;op;snap;photography;photo', 'work': 'scene;workshop;story;photo;case;sketch;situation;paper', 'peso': 'pe;kil;franc;oct;mil;cent', 'notes': 'bill;note;coin;coin;dollar;cash;paper;s', 'fell': 'dropped;fallen;falling;fall;fell;appeared;melted;toppled;fall', 'confetti': 'conf;rac;kitchen;p;ri;che;egg;f;lob;popcorn', 'small': 'silver;tiny;white;little;young;blue;mini;yellow;old;miniature;brown', 'sexlessly': 'sex;class;tact;form;fear;aim;fruit;breath', 'young': 'faced;preserved;child;dressed;ad;young;youthful;worn;slim;posed;cool;wn', 'grimy': 'grim;ding;slim;co;grain;leather;sketch;dream;mood;smoke;tack;leak', 'oversized': 'twisted;pink;ugly;ed;bulky;vintage;dirty;era;sized;sans;unmarked', 'clothing': 'clothes;white;footwear;dress;wear;attire;garment;armor;pant;apparel;cap;jean;cap'}"
Interesting.,You could write a play about someone like him.,You could write a play about someone like him.,"{'write': 'author;compose;create;make;pen;publish;script', 'play': 'comedy;curtain raiser;drama;line;manuscript;performance;scene;script;show;stage show;story;theatrical;tragedy', 'someone': 'a character;a human;a person;an individual;individual;one;people;some person;somebody;soul'}","{'write': 'wrote;read;pen;make;create;compose;start', 'play': 'paper;story;book;poem;dissertation;post;piece;essay;doc;blog;letter;novel;script', 'someone': 'Was;,;How;In;By;He;.;I;...'}","{'write': 'wrote;read;pen;make;create;compose;start', 'play': 'paper;story;book;poem;dissertation;post;piece;essay;doc;blog;letter;novel;script', 'someone': 'wa;,;how;in;by;he;.;i;...'}"
Is Tasha here?,"He pursed his lips slightly, then nodded.",Yes.,"{'pursed': 'clench;close;contract;crease;crimp;knit;press;pucker;push;tighten;wrinkle', 'lips': 'jaw;mouth', 'slightly': 'a bit;barely;easily;faintly;imperceptibly;imperceptively;inappreciably;lightly;marginally;mildly;noticeably;scantly;somewhat;together', 'then': 'afterwards;and;but;later;next;thereafter', 'nodded': 'acknowledge;agree;answer;assent;motion;signal'}","{'pursed': 'purs;flex;smiled;press;pressed;pip;rolled;lifted;pushed;tw;brushed', 'lips': 'mouth;eyes', 'slightly': 'M;tiny;nicely;little;somewhat;?;maybe;faintly;politely;slowly;curiously;.;probably;softly', 'then': 'Then;finally;yet;Yeah;Eh;No', 'nodded': 'No;nods;nod;Yes;said;yes'}","{'pursed': 'purs;flex;smiled;press;pressed;pip;rolled;lifted;pushed;tw;brushed', 'lips': 'mouth;eye', 'slightly': 'm;tiny;nicely;little;somewhat;?;maybe;faintly;politely;slowly;curiously;.;probably;softly', 'then': 'then;finally;yet;yeah;eh;no', 'nodded': 'no;nod;nod;yes;said;yes'}"
Is he handsome?,Youre jealous.,Youre jealous.,{'jealous': 'embarrass;envious;grasp;green;mad;mistrustful;possessive;ravish;suspicious'},{'jealous': 'lucky;kind;hungry;handsome;sure;gay;good;young;sad'},{'jealous': 'lucky;kind;hungry;handsome;sure;gay;good;young;sad'}
