target_sentence,postcontext,substitutions,replace,replace_proc
"And the tiniest chance of all: she would blink as if I had just materialized in Emils bedroom, and then she would laugh and tell me that she was going to be immortal.","As I put my hand on the impervious surface of Tasha's stopbox, I heard Malaquez run for the door.","{'tiniest': 'merest;minute;most unlikely;slender;slight;slim;small;wee', 'chance': 'bet;likelihood;odd;opportunity;possibility;probability;scenario;wager', 'blink': 'bat;blink eye;brighten;flicker her eye;glare;look;look again;squinch;squint;stare;wink', 'just': 'at this moment;directly;expressly;immediately;instantly;merely;momentarily;only;suddenly', 'materialized': 'appear;arrive;beam;coalesce;come into;come into be;form;morph;move into;surface;take shape', 'bedroom': 'apartment;bedchamber;boudoir;chamber;lodging;quarter;room;sleep quarter;sleeping room', 'then': 'after;afterward;afterwards;follow;next;subsequently;thence', 'laugh': 'chortle;chuckle;giggle;grin;guffaw;smile;titter', 'tell': 'announce;convince;declare;inform;promise;reply to;say to;show;teach', 'going': 'about;bind;certain;certainly;dedicate;definitely;destine;determine;fate;grant;ordain;plan', 'immortal': 'constant;divine;eternal;everlasting;forever;imperishable;lasting;neverending;timeless;undead;undying'}","{'tiniest': 'smallest;biggest;largest;greatest;best;worst;simplest;brightest', 'chance': 'possibility;thing;probability;risk;hope;opportunity;time;part', 'blink': 'wink;stare;flash;gaze;glance;glare;look;see;notice;react;gasp', 'just': 'suddenly;recently;simply;already;last;really;finally;accidentally;ever', 'materialized': 'appeared;manifested;surfaced;arisen;arrived;awoken;emerged;presented;landed;debuted;vanished', 'bedroom': 'bed;house;bathroom;kitchen;closet;den;body;room;hallway', 'then': 'later;finally;first;next;sometimes;thus;still', 'laugh': 'chuckle;smile;joke;chuck;laughter;grin;wink', 'tell': 'show;say;warn;teach;remind;call;give;talk;explain', 'going': 'getting;coming;planning;starting;gonna;moving;trying;saying;running;learning;heading;supposed', 'immortal': 'forever;immortality;invincible;legendary;eternal;great;human;infinite;damned;alive;unstoppable'}","{'tiniest': 'smallest;biggest;largest;greatest;best;worst;simplest;brightest', 'chance': 'possibility;thing;probability;risk;hope;opportunity;time;part', 'blink': 'wink;stare;flash;gaze;glance;glare;look;see;notice;react;gasp', 'just': 'suddenly;recently;simply;already;last;really;finally;accidentally;ever', 'materialized': 'appeared;manifested;surfaced;arisen;arrived;awoken;emerged;presented;landed;debuted;vanished', 'bedroom': 'bed;house;bathroom;kitchen;closet;den;body;room;hallway', 'then': 'later;finally;first;next;sometimes;thus;still', 'laugh': 'chuckle;smile;joke;chuck;laughter;grin;wink', 'tell': 'show;say;warn;teach;remind;call;give;talk;explain', 'going': 'getting;coming;planning;starting;gonna;moving;trying;saying;running;learning;heading;supposed', 'immortal': 'forever;immortality;invincible;legendary;eternal;great;human;infinite;damned;alive;unstoppable'}"
Then we went out for a late swim.,"I had drunk too much, I confess, though we all had.","{'Then': 'after;afterwards;at that point;follow;later;next;soon after;subsequently;thence;thereafter', 'went': 'depart;exit;head;hop;leave;move;stroll;take;venture;walk', 'late': 'afternoon;belated;candlelight;dark;delayed;evening;late day;midnight;night;nighttime;overdue;twilight', 'swim': 'dip;dive;pool;splash'}","{'Then': 'Today;Later;That;Tonight;Yesterday;Finally;Before;After;Eventually;While', 'went': 'headed;got;ventured;ran;drove;set;came;stayed;hung;stuck', 'late': 'long;midnight;big;night;last;final;quick;delayed;mid;nice;good;longer', 'swim': 'workout;run;walk;nap'}","{'Then': 'today;later;that;tonight;yesterday;finally;before;after;eventually;while', 'went': 'headed;got;ventured;ran;drove;set;came;stayed;hung;stuck', 'late': 'long;midnight;big;night;last;final;quick;delayed;mid;nice;good;longer', 'swim': 'workout;run;walk;nap'}"
"I like life on the resort worlds -- always have and, after the upcoming mindwipe, always will.","Last year, I rented a small house on Vega IV, a sea world, all islands and reefs and archipelagos, turquoise waters and aquamarine skies, sunrises like symphonies and sunsets like stars gone supernova.","{'like': 'appreciate;choose;desire;enjoy;fancy;favor;happy with;prefer;relish;value', 'life': 'be;day;existence;experience;live;thrive;time', 'resort': 'alternative;choice;holiday;hotel;option;recreational;remedy;route;vacation', 'worlds': 'beach;cosmos;earth;existence;galaxy;island;land;macrocosm;planet;reality;sphere;star', 'always': 'consistently;continually;endlessly;enduringly;eternally;ever;for all time;forever;perpetually', 'upcoming': 'approach;come;forthcoming;future;imminent;impending;inevitable;near', 'mindwipe': 'blank;brain dump;brainsweep;cleaning;erasure;forget;mentalpleasing;perception;reconfiguration;reset;ruminate;thought pondering'}","{'like': 'think;mean;love;prefer;enjoy;nice;feel;hate;get;know', 'life': 'living;world;live;work;lifestyle;everything;thing', 'resort': 'virtual;vacation;different;Vegas;remote;casino;various;real;ski', 'worlds': ',;beaches;lands;planes;planets;islands;—', 'always': 'forever;still;ever;already;usually;perpetually;constantly;every;long', 'upcoming': 'impending;imminent;next;forthcoming;preceding;future;following;recent', 'mindwipe': 'update;one;reboot;episode;upgrade;,;splash;wave;wake;edit;patch;release'}","{'like': 'think;mean;love;prefer;enjoy;nice;feel;hate;get;know', 'life': 'living;world;live;work;lifestyle;everything;thing', 'resort': 'virtual;vacation;different;vega;remote;casino;various;real;ski', 'worlds': ',;beach;land;plane;planet;island;—', 'always': 'forever;still;ever;already;usually;perpetually;constantly;every;long', 'upcoming': 'impending;imminent;next;forthcoming;preceding;future;following;recent', 'mindwipe': 'update;one;reboot;episode;upgrade;,;splash;wave;wake;edit;patch;release'}"
"One night during Napulcos mild winter, Tasha returned to The Flamingo, saying, Nardo!","""Nardo!","{'night': 'eve;evening;midnight;sunset;twilight', 'mild': 'acceptable;average;calm;delightful;easy;gentle;light;moderate;temperate;tolerable;warm', 'winter': 'Christmas;cold;cold season;season;wintertime', 'returned': 'come;come back;go;reenter;revert;revisit;turn', 'saying': 'call;cry;exclaim;mutter;quote;repeat;shout;speak;yell'}","{'night': 'evening;morning;time;midnight;afternoon', 'mild': 'cold;cool;warm;gentle;hot;calm;chilly;dry;dull;strange;poor', 'winter': 'summer;snow;cold;season;night', 'returned': 'came;retired;traveled;retreated;arrived;went;back', 'saying': 'stating;writing;telling;singing;yelling;whispering;talking;asking;shouting'}","{'night': 'evening;morning;time;midnight;afternoon', 'mild': 'cold;cool;warm;gentle;hot;calm;chilly;dry;dull;strange;poor', 'winter': 'summer;snow;cold;season;night', 'returned': 'came;retired;traveled;retreated;arrived;went;back', 'saying': 'stating;writing;telling;singing;yelling;whispering;talking;asking;shouting'}"
Isis closed her eyes and lifted her hands.,A dark glow coalesced around her palms.,"{'closed': 'blink;conceal;shut', 'eyes': 'eyelash;eyelid;lid;peeper', 'lifted': 'elevate;hold aloft;pick up;raise;rise', 'hands': 'arm;finger;fist;mitt;palm;paw'}","{'closed': 'shut;osed;reopened', 'eyes': 'ears;legs;sees;arms', 'lifted': 'raised;lowered;rose;opened;held', 'hands': 'arms;palms;wrists;fists;paws;works'}","{'closed': 'shut;osed;reopened', 'eyes': 'ear;leg;see;arm', 'lifted': 'raised;lowered;rose;opened;held', 'hands': 'arm;palm;wrist;fist;paw;work'}"
What do you think the time frame is on this?,And when would be the earliest that we would make the payment?,"{'think': 'assume;believe;estimate;expect;guess;imagine;perceive;predict;presume;reckon;sense;suppose;suspect;vision', 'time': 'duration;zero', 'frame': 'allot;hour;period;segment'}","{'think': 'know;believe;say;guess;like;suppose;mean;put;imagine;feel;want;suggest;thing;hope', 'time': 'tim;window', 'frame': 'period;horizon;zone;range'}","{'think': 'know;believe;say;guess;like;suppose;mean;put;imagine;feel;want;suggest;thing;hope', 'time': 'tim;window', 'frame': 'period;horizon;zone;range'}"
"She bit the inside of her bottom lip, looking at me like I was breaking her poor, sweet heart.","I’m a sucker for that, and she knows it.","{'bit': 'chew;chomp;nibble;nip;pinch;press down on;squeeze', 'inside': 'innards;inner;inner part;interior;reverse;tip', 'bottom': 'low;under', 'lip': 'jaw;mouth', 'looking': 'eye;gaze;glance;glare;regard;stare', 'like': 'as if;as though;assume;convince', 'breaking': 'crack;crash;crush;decimate;destroy;hurt;shatter;tear', 'poor': 'lonely;pathetic;pitiful;sad', 'sweet': 'dear;good;lovely;nice;precious;sentimental;soft;tender', 'heart': 'core;feeling;soul'}","{'bit': 'cut;hit;gripped;sucked;clenched;split;clipped', 'inside': 'inner;interior;edge;end;outer;bottom', 'bottom': 'lower;front', 'lip': 'cheek;jaw', 'looking': 'staring;gazing;yelling;reading;smiling;watching', 'like': 'think;way;mean;maybe', 'breaking': 'cracking;smashing;shattering;crushing;hurting;ruining;destroying;cutting', 'poor': 'sweet;rough;sad;precious', 'sweet': 'sad;happy;precious;soft;little;pretty;ugly;lonely', 'heart': 'soul;spirit;head'}","{'bit': 'cut;hit;gripped;sucked;clenched;split;clipped', 'inside': 'inner;interior;edge;end;outer;bottom', 'bottom': 'lower;front', 'lip': 'cheek;jaw', 'looking': 'staring;gazing;yelling;reading;smiling;watching', 'like': 'think;way;mean;maybe', 'breaking': 'cracking;smashing;shattering;crushing;hurting;ruining;destroying;cutting', 'poor': 'sweet;rough;sad;precious', 'sweet': 'sad;happy;precious;soft;little;pretty;ugly;lonely', 'heart': 'soul;spirit;head'}"
"She grinned and gave me a kiss across the table, her lips soft and firm and sticking just enough that she gave the feeling you were really kissing, not just pressing your face into someone else’s.","“Let’s not get fucked up tonight, though, okay, Rache?","{'grinned': 'smile;smirk;snicker', 'gave': ""bring;flow;grant ';have;offer;pour;provide;supply"", 'kiss': 'buss;peck;smack;smack on the lip;smooch', 'table': 'booth;desk;furniture;seating;surface;tabletop;top', 'lips': 'mouth', 'soft': 'cushion;gentle;pliable;plush;smooth;squishy;supple;tender;yield', 'firm': 'hard;resist;steady;tight;unyielding', 'sticking': 'adhere;cling;fasten;press', 'just': 'merely;only;simply;solely', 'enough': 'adequately;as much;only;so;such;sufficiently;to the degree', 'feeling': 'aura;emotion;impression;sensation;sense', 'really': 'actually;authentically;genuinely;truly', 'kissing': 'bus;caress;make out;peck;pucker up;rub;smacking;smooch;squeeze', 'pressing': 'push;shove;smash;smooch;squeeze', 'face': 'cheek;facial feature;front;head;lip;mouth;noggin;visage', 'someone': 'another be;anybody;anyone;somebody', 'else': 'another;different;other'}","{'grinned': 'smiled;chuckled;laughed', 'gave': 'handed;showed;took;offered;paid;threw;allowed;got', 'kiss': 'smile;hug;love;dance;push', 'table': 'desk;floor;plate;kitchen;meal;room;tabletop', 'lips': 'kisses', 'soft': 'gentle;light;warm;sweet;small;weak;stiff;nice;friendly', 'firm': 'strong;solid;rigid;stiff;hard', 'sticking': 'staying;bending;hanging;holding', 'just': 'long;exactly;far;barely', 'enough': 'right;much;sufficiently;exactly;barely;like;little', 'feeling': 'sensation;impression;sense;felt;idea', 'really': 'actually;truly;real;sincerely', 'kissing': 'talking;whispering;singing;smiling;writing;speaking;sucking;fighting;swallowing', 'pressing': 'pushing;forcing;slamming;grinding;crushing', 'face': 'head;mouth;cheeks;cheek;nose;eyes;lips;butt', 'someone': 'somebody;anyone;everyone;people', 'else': 'another;someone;other'}","{'grinned': 'smiled;chuckled;laughed', 'gave': 'handed;showed;took;offered;paid;threw;allowed;got', 'kiss': 'smile;hug;love;dance;push', 'table': 'desk;floor;plate;kitchen;meal;room;tabletop', 'lips': 'kiss', 'soft': 'gentle;light;warm;sweet;small;weak;stiff;nice;friendly', 'firm': 'strong;solid;rigid;stiff;hard', 'sticking': 'staying;bending;hanging;holding', 'just': 'long;exactly;far;barely', 'enough': 'right;much;sufficiently;exactly;barely;like;little', 'feeling': 'sensation;impression;sense;felt;idea', 'really': 'actually;truly;real;sincerely', 'kissing': 'talking;whispering;singing;smiling;writing;speaking;sucking;fighting;swallowing', 'pressing': 'pushing;forcing;slamming;grinding;crushing', 'face': 'head;mouth;cheek;cheek;nose;eye;lip;butt', 'someone': 'somebody;anyone;everyone;people', 'else': 'another;someone;other'}"
"As we headed down the sidewalk, I said, “What is your name, anyway?","“What is your name, anyway?”","{'headed': 'begin;go;move;proceed;start;walk', 'sidewalk': 'block;cement path;path;road;street;walk;walkway', 'said': 'ask;counter;demand;question;retort;speak;state', 'name': 'appellation;designation;first name;handle;mark;moniker;title', 'anyway': 'also;anyhow;by the way;even;in any case;though'}","{'headed': 'went;drove;started;reached;walked;ran', 'sidewalk': 'pavement;street;playground;concrete;path;lawn;hallway', 'said': 'asked;exclaimed;replied;whispered;shouted;added;yelled', 'name': 'nickname;friend;title;secret;identity;job;last', 'anyway': 'anyways;um;actually;though;really;apparently'}","{'headed': 'went;drove;started;reached;walked;ran', 'sidewalk': 'pavement;street;playground;concrete;path;lawn;hallway', 'said': 'asked;exclaimed;replied;whispered;shouted;added;yelled', 'name': 'nickname;friend;title;secret;identity;job;last', 'anyway': 'anyways;um;actually;though;really;apparently'}"
That last one was to me.,I waved goodbye to the hunchback as we left.,{'last': 'closing;conclude;end;final;finishing'},{'last': 'next;final;second;latest;third'},{'last': 'next;final;second;latest;third'}
He wiped off the sword and sheathed it in a scabbard now belted to his hip.,The crowd parted for us.,"{'wiped': 'clean;dry;dust;scrape;smear;wash', 'sword': 'blade;cutlass;epee;knife;machete;saber;scimitar;weapon', 'sheathed': 'encase;enclose;holstered;push;put;slide;tuck', 'scabbard': 'case;cloth;fabric;holder;holster;safe;sheath', 'now': 'at this point;currently;just;momentarily;presently', 'belted': 'attach;fasten;hold;hook;lash;stick;strap;tie;tired', 'hip': 'haunch;leg;side;thigh;waist'}","{'wiped': 'swept;iped;brushed;rubbed;washed;cleaned', 'sword': 'blade;dagger;weapon;knife;wand;staff;razor;handle', 'sheathed': 'athed;secured;outlined;inscribed;penned;athing;crafted', 'scabbard': 'pouch;dagger;holster;strap;belt;sword;sling', 'now': 'still;already;also;half;later', 'belted': 'lashed;strapped;fitted;bel;pegged;bolted;hurled;fixed;towed', 'hip': 'thigh;shoulder;wrist;waist;knee'}","{'wiped': 'swept;iped;brushed;rubbed;washed;cleaned', 'sword': 'blade;dagger;weapon;knife;wand;staff;razor;handle', 'sheathed': 'athed;secured;outlined;inscribed;penned;athing;crafted', 'scabbard': 'pouch;dagger;holster;strap;belt;sword;sling', 'now': 'still;already;also;half;later', 'belted': 'lashed;strapped;fitted;bel;pegged;bolted;hurled;fixed;towed', 'hip': 'thigh;shoulder;wrist;waist;knee'}"
She stood up and I followed her out to the street.,It was dark enough that I could actually see a few stars through the screen of city light.,"{'stood': 'come;get;raise;rise;straighten', 'up': 'ahead;erect;straight;tall;upward;vertically', 'followed': 'come after;go after;pursue;tail;track;trail;trail behind', 'street': 'alley;block;lane;pavement;road;thoroughfare'}","{'stood': 'got;rose;picked;stepped;sat', 'up': 'straight;upright;back;around;tall;right', 'followed': 'chased;pursued;led;trailed;tracked;walked;hurried', 'street': 'road;sidewalk;city;house;field;pavement'}","{'stood': 'got;rose;picked;stepped;sat', 'up': 'straight;upright;back;around;tall;right', 'followed': 'chased;pursued;led;trailed;tracked;walked;hurried', 'street': 'road;sidewalk;city;house;field;pavement'}"
