sentence,target,gold,ls_concat
"“All right, then. Let me see if I can find him.” Isis closed her eyes and lifted her hands.",Let,grant;certify;hear of;allow me to;suffer;warrant;enable;endorse;be big;sit still for;hire;property;live with;rent out object;concede;give okay;give leave;charter;accredit;permit;allow;sanction;authorize;have;sublease;tolerate;make;approve;license;commission;give permission;free up;give;cause;leave;sublet;lease,let;Lets;Make;Help;Set;Watch
"“Yeah, one time, man, but you were pretty fucked up. What’s your problem, kid?” The hunchbacked man came up to my stomach.",problem,squeeze;headache;intricacy;teaser;count;cliff-hanger;botheration;disputed point;query;disagreement;box;question;issue;scrape;poser;difficulty;trouble;puzzle;example;bad situation;sixty-four thousand dollar question;puzzler;hitch;stumper;illustration;conundrum;quandary;deal;predicament;point at issue;complication;grabber;mystery;obstacle;riddle;worriment;mind-boggler;major malfunction;crunch;hot water;enigma;pickle;brainteaser;bugaboo;dilemma;dispute;doubt;twister;stickler;can of worms;mess,deal;issue;trouble;reason;condition;situation;mistake
"In Ochoa, 30, the Angels get an experienced major-league outfielder who is hitting .256 with six homers and 21 RBI this season. Ochoa has played in the majors for five different teams starting in 1995. His best season came in 2000 with the Reds, when he hit .316 with 13 homers and 56 RBI.",starting,get going;join;initiate;lay foundation;bound;enter upon;activate;quail;pioneer;shy;rouse;introduce;see light;instigate;establish;commence;originate;depart;rise;appear;the first;incite;draw back;turn on;blench;recoil;arise;blanch;jump;sally forth;twitch;flinch;dart;take the plunge;bolt;shrink;squinch;light;create;jerk;set up;wince;since;make a beginning;arouse;startle;set in motion;spring;go ahead;come into existence;issue;embark;come into being;begin;leave;date from;open;bounce;institute;engender;inaugurate;jump the gun;launch;buck;get under way;leap;take first step;hit the road;set out;found,beginning;retiring;finishing;stopping;going
"""To play to win in technology, you innovate and you lead,"" he said. But manufacturing technology products is a costly and cyclical business. In June, IBM announced that it was taking a charge of more than $2 billion against earnings.",business,job;affairs;occupation;operation;endeavor;affair;pursuit;venture;industry;franchise;establishment;process;corporation;mill;mom and pop;concern;dealings;subject;dodge;bag;enterprise;industrialism;line;employment;barter;assignment;beeswax;matter;palaver;selling;personal concern;contracts;calling;métier;manufacturing;function;bargaining;point;exchange;shoestring operation;capital and labor;organization;commerce;institution;production and distribution;lookout;field;craft;store;trade;factory;game;monopoly;sales;livelihood;deal;interest;cartel;biz;commercialism;topic;syndicate;setup;vocation;fly-by-night operation;merchandising;hanky-panky;megacorp;buying and selling;market;partnership;task;free enterprise;question;profession;firm;goings-on;carrying on;trust;shop;issue;trading;career;what one is into;undertaking;house;specialty;problem;happening;duty;responsibility;transaction;outfit;racket,industry;job;operation;enterprise;company;work
"Karnes hated to pry, and skimmed over personal portions of the letters. Phone calls were monitored. An undercover force of Manhattan Project security agents infiltrated the base and bars in the little town of Wendover (population 103) to spy on airmen.",monitored,listen to;control;watch;supervise;scan;follow;keep an eye on;infiltrate;review;observe;oversee;record;under surveillance;sensor;counsel;advise;track;check;listen;keep track of;audit;watch carefully;survey,tracked;intercepted;watched;supervised;recorded;logged;analyzed
"However, as you know, the less cash outlay that we have right now the better. Lets wait and try to offset the amount we owe them with what they owe us - so I say wait until you get July and August done. What do you think the time frame is on this?",get,fit;arrive;dress;converge;trap;convince;burn;succumb;beat;inherit;know;gall;wax;catch;stimulate;produce offspring;become;peeve;nab;obtain;sway;figure out;overpower;urge;have;lay hold of;draw near;occupy;bring in;succeed;try;affect;bring around;effect;annoy;grab;provoke;work out;strike;excite;make up;sicken;put out;wheedle;extort;get hands on;net;snowball;compass;take;buy out;come to;satisfy;overcome;seize;arouse;lock up;turn up;fetch;prompt;beg;turn;pull;bring;extract;make;educe;clear;earn;build up;vex;annex;go;bug;look at;win;beget;make a buy;have an effect on;blow in;buy into;capture;clean up;understand;be smitten by;come by;show up;accomplish;comprehend;arrest;become infected with;contract;fathom;run;glean;stir up;irk;follow;nettle;aggravate;secure;snag;realize;straighten;talk into;apprehend;develop into;sire;touch;persuade;bend;compel;collar;learn;be given;memorize;inspire;take in;achieve;come down with;attain;see;succeed to;contrive;hear;come to be;carry;pick up;move;reap;advance;make it;gain;show;draw;influence;come into possession of;dispose;access;elicit;parlay;prepare;come over;order;breed;cash in on;manage desired goal;snap up;procreate;generate;pique;hustle;rile;buy off;accept;catch on to;chalk up;score;stir;notice;produce;procure;receive;propagate;coax;rack up;fix;irritate;bother;predispose;rub the wrong way;upset;pressure;perceive;make a killing;reach;bias;amuse;win over;gratify;entertain;exasperate;arrange;get sick;cop;adjust;wangle;defeat;ready;impress;land;grow;evoke;nail;bag;come;be afflicted with;acquire;fall victim to;prevail upon;press;contact for communication get in;induce argue;mystify;buffalo;nonplus;into;embarrass;bewilder;confound;baffle;stick;disturb;discomfit;stump;confuse;get someones goat;get into ones head;distress;disconcert;puzzle;perturb;perplex;lay ones hands on,git;go;see;say
"“I …I noticed him from across the room when I was looking around for Rachel. He was standing right in front of some blue lights, so I couldn’t see him very well, but I noticed the way that the light set off his pale skin. It almost looked like the light bent around him without actually touching him directly.",very,"surpassingly;absolutely;astonishingly;considerably;exceedingly;largely;surprisingly;truly;to a high degree;wonderfully;unusually;excessively;amply;terribly;profoundly;pressingly;quite;acutely;superlatively;eminently;awfully;particularly;indispensably;dearly;pretty;substantially;certainly;notably;decidedly;powerfully;exaggeratedly;highly;extraordinarily;prodigiously;incredibly;noticeably;vastly;extremely;really;extensively;remarkably;uncommonly;emphatically;greatly;too;deeply;especially;positively;much, really",terribly;fairly;particularly;incredibly;extremely;quite;exceptionally
"“Baby, let’s go. It’s been over a week, and I want to dance. Let’s go together, you know you’ll have fun once you get into it.”",want,demand;hanker;have need of;be without;desiderate;spoil for;call for;long;wish;need;be deprived of;covet;choose;have a passion for;miss;have an urge for;hunger;aspire;desire;be insufficient;require;itch for;fancy;be greedy;crave;be found wanting;feel a need;have ambition;have a yen for;ache;lust;yearn;lack;have;incline toward;thirst;be short of;stand in need of;aim;have eyes for;be poor;fall short in;prefer;pine;starve;need be;deficient;could do with,like;wanna;mean;get
"We haven't totally forgotten about it, but we're looking forward to this upcoming season. And to play well this season, we have to let last season go."" Mirror image: Ole Miss coach David Cutcliffe said that tempo is the only difference between quarterback Eli Manning and his brother Peyton, who played for Cutcliffe at Tennessee.",let,grant;hear of;give leave;sublease;enable;give okay;cause;hire;permit;endorse;approve;concede;charter;sanction;suffer;ensure;authorize;accredit;leave;sublet;give;certify;have;rent out object;make;sit still for;give permission;license;allow;warrant;lease;live with;commission;tolerate;be big;property;free up,allow;put;set
"Now, can we get going?” I caught my breath and forced myself to look him in the eye. “Only if you stop beginning every sentence with my name.”",look,forecast;seem to be;study;show;attend;view;stare at;tend;express;gaze;evidence;face;observe;mind;seek;peep;pore over;inspect;strike as;regard;front on;look like;heed;contemplate;see;front;take in the sights;gape;overlook;glare;watch;sound;examine visually;behold;indicate;reckon on;foretell;gawk;survey;take a gander;divine;give onto;goggle;get a load of;read;scan;appear;exhibit;note;manifest;notice;expect;eye;consider;peer;make clear;search;resemble;stare;rubberneck;ogle;glance;admire;hunt;count on;spot;scrutinize;anticipate;await;glower;display;hope;scout;present;spy;mark;beware;focus;flash;feast ones eyes,stare;glance;meet;face;see
"“If the tree isn’t around, the dryad isn’t around. It’s as simple as that.” That made me a little sad.",simple,"classic;nitwitted;quiet;uneducated;manageable;unblended;obtuse;direct;unadorned;smooth;austere;witless;stupid;feeble;undeniable;naive;easy;inexperienced;inexpert;mild;unmitigated;artless;naked;uninvolved;discreet;unornamented;vanilla;humble;shallow;foolish;unartificial;moronic;senseless;sincere;unstudied;amateur;effortless;homely;stark;undecorated;easy as pie;trusting;uncompounded;open and shut;inelaborate;plain;fat;lucid;childlike;unalloyed;intelligible;idiotic;frank;unintelligent;soft-headed;innocent;lowly;imbecile;mere;untroublesome;dimwitted;uncombined;dense;square;unmixed;childish;silly;backward;unaffected;light;rustic;illiterate;facile;transparent;unschooled;elementary;sheer;unexperienced;inane;piece of cake;credulous;clean;ingenuous;dull;unpretentious;unfussy;not intelligent;no sweat;modest;picnic;single;mindless;not complex;asinine;no problem;homey;basic;gullible;absolute;dumb;insensate;slow;straightforward;pure and simple;guileless;spartan;unmistakable;natural;not difficult;self-explanatory;folksy;uncomplicated;walkover;uncluttered;incomplex;unembellished;ignorant;soft;unelaborate;unqualified;unsophisticated;half-witted;unvarnished;fundamental;honest;cinch;unadulterated;bald;green;brainless;unostentatious;thick;pure;snap;feeble-minded;easy childs;play;simpleminded;clear, understandable;simple as abc",easy;basic;straightforward;plain
"I heard the pulse already. We slammed against the doorway and I was laughing too, the pulse close enough to shake the doorframe and set up vibrations in my chest, Rachel in my arms because she’d used me to soften her landing. We kissed and slipped inside.",pulse,feeling;rhythm;oscillation;throbbing;pulsation;throb;vibration;beating;beat;impact;motion;stroke,heartbeat;wave;beat;clip;heart;tap;pressure
"We kissed and slipped inside. The old vaulted church was stripped down: there was no cloth on the altar, just a DJ’s toolkit and his beer. Through the dark, I could see three bolts left in the wall from where they’d taken down the crucifix.",cloth,cotton;calico;stuff;material;weave;bolt;tissue;twill;linen;drape;sheet;fabric;cover;yard goods;textiles;synthetics;goods;dry goods,fabric;paper;music;clothing;linen;carpet;wood;rug
